time,setpoint,altitude,velocity,acceleration,thrust,error
17.07,10,10.0147,0.00259765,0.000643551,14.716,-0.0147156
17.08,10,10.0147,0.0026029,0.000525013,14.7158,-0.0147417
17.09,10,10.0148,0.00260697,0.000407688,14.7156,-0.0147677
17.1,10,10.0148,0.00260989,0.000291585,14.7154,-0.0147938
17.11,10,10.0148,0.00261166,0.000176713,14.7153,-0.01482
17.12,10,10.0148,0.00261229,6.30794e-05,14.7151,-0.0148461
17.13,10,10.0149,0.00261179,-4.93076e-05,14.7149,-0.0148722
17.14,10,10.0149,0.00261019,-0.000160441,14.7148,-0.0148983
17.15,10,10.0149,0.00260749,-0.000270312,14.7146,-0.0149244
17.16,10,10.015,0.0026037,-0.000378916,14.7144,-0.0149504
17.17,10,10.015,0.00259883,-0.000486244,14.7143,-0.0149764
17.18,10,10.015,0.00259291,-0.000592292,14.7141,-0.0150023
17.19,10,10.015,0.00258594,-0.000697052,14.714,-0.0150282
17.2,10,10.0151,0.00257794,-0.000800519,14.7138,-0.015054
17.21,10,10.0151,0.00256891,-0.000902687,14.7136,-0.0150797
17.22,10,10.0151,0.00255887,-0.00100355,14.7135,-0.0151052
17.23,10,10.0151,0.00254784,-0.00110311,14.7133,-0.0151307
17.24,10,10.0152,0.00253583,-0.00120135,14.7132,-0.0151561
17.25,10,10.0152,0.00252285,-0.00129827,14.7131,-0.0151813
17.26,10,10.0152,0.00250891,-0.00139388,14.7129,-0.0152064
17.27,10,10.0152,0.00249403,-0.00148815,14.7128,-0.0152313
17.28,10,10.0153,0.00247821,-0.0015811,14.7126,-0.0152561
17.29,10,10.0153,0.00246149,-0.00167272,14.7125,-0.0152807
17.3,10,10.0153,0.00244386,-0.001763,14.7124,-0.0153052
17.31,10,10.0153,0.00242534,-0.00185194,14.7122,-0.0153294
17.32,10,10.0154,0.00240594,-0.00193954,14.7121,-0.0153535
17.33,10,10.0154,0.00238568,-0.0020258,14.712,-0.0153773
17.34,10,10.0154,0.00236458,-0.00211071,14.7118,-0.015401
17.35,10,10.0154,0.00234263,-0.00219428,14.7117,-0.0154244
17.36,10,10.0154,0.00231987,-0.0022765,14.7116,-0.0154476
17.37,10,10.0155,0.0022963,-0.00235737,14.7115,-0.0154706
17.38,10,10.0155,0.00227193,-0.00243689,14.7113,-0.0154933
17.39,10,10.0155,0.00224678,-0.00251506,14.7112,-0.0155158
17.4,10,10.0155,0.00222086,-0.00259188,14.7111,-0.015538
17.41,10,10.0156,0.00219418,-0.00266734,14.711,-0.0155599
17.42,10,10.0156,0.00216677,-0.00274146,14.7109,-0.0155816
17.43,10,10.0156,0.00213863,-0.00281422,14.7108,-0.015603
17.44,10,10.0156,0.00210977,-0.00288564,14.7107,-0.0156241
17.45,10,10.0156,0.00208021,-0.0029557,14.7106,-0.0156449
17.46,10,10.0157,0.00204997,-0.00302442,14.7105,-0.0156654
17.47,10,10.0157,0.00201905,-0.00309178,14.7104,-0.0156856
17.48,10,10.0157,0.00198747,-0.0031578,14.7103,-0.0157054
17.49,10,10.0157,0.00195525,-0.00322248,14.7102,-0.015725
17.5,10,10.0157,0.00192239,-0.00328582,14.7101,-0.0157442
17.51,10,10.0158,0.00188891,-0.00334781,14.71,-0.0157631
17.52,10,10.0158,0.00185483,-0.00340847,14.7099,-0.0157817
17.53,10,10.0158,0.00182015,-0.00346779,14.7098,-0.0157999
17.54,10,10.0158,0.00178489,-0.00352578,14.7097,-0.0158177
17.55,10,10.0158,0.00174907,-0.00358244,14.7096,-0.0158352
17.56,10,10.0159,0.00171269,-0.00363777,14.7095,-0.0158523
17.57,10,10.0159,0.00167577,-0.00369178,14.7095,-0.0158691
17.58,10,10.0159,0.00163833,-0.00374447,14.7094,-0.0158855
17.59,10,10.0159,0.00160037,-0.00379585,14.7093,-0.0159015
17.6,10,10.0159,0.00156191,-0.00384591,14.7092,-0.0159171
17.61,10,10.0159,0.00152296,-0.00389467,14.7092,-0.0159323
17.62,10,10.0159,0.00148354,-0.00394212,14.7091,-0.0159471
17.63,10,10.016,0.00144366,-0.00398827,14.709,-0.0159616
17.64,10,10.016,0.00140333,-0.00403313,14.709,-0.0159756
17.65,10,10.016,0.00136256,-0.0040767,14.7089,-0.0159892
17.66,10,10.016,0.00132137,-0.00411899,14.7088,-0.0160025
17.67,10,10.016,0.00127977,-0.00416,14.7088,-0.0160153
17.68,10,10.016,0.00123777,-0.00419974,14.7087,-0.0160276
17.69,10,10.016,0.00119539,-0.00423821,14.7086,-0.0160396
17.7,10,10.0161,0.00115264,-0.00427541,14.7086,-0.0160511
17.71,10,10.0161,0.00110952,-0.00431137,14.7085,-0.0160622
17.72,10,10.0161,0.00106606,-0.00434607,14.7085,-0.0160729
17.73,10,10.0161,0.00102227,-0.00437953,14.7084,-0.0160831
17.74,10,10.0161,0.000978151,-0.00441175,14.7084,-0.0160929
17.75,10,10.0161,0.000933723,-0.00444275,14.7083,-0.0161022
17.76,10,10.0161,0.000888998,-0.00447252,14.7083,-0.0161111
17.77,10,10.0161,0.000843987,-0.00450107,14.7082,-0.0161195
17.78,10,10.0161,0.000798703,-0.00452842,14.7082,-0.0161275
17.79,10,10.0161,0.000753158,-0.00455456,14.7082,-0.0161351
17.8,10,10.0161,0.000707362,-0.00457951,14.7081,-0.0161421
17.81,10,10.0161,0.00066133,-0.00460327,14.7081,-0.0161487
17.82,10,10.0162,0.000615071,-0.00462585,14.7081,-0.0161549
17.83,10,10.0162,0.000568599,-0.00464726,14.708,-0.0161606
17.84,10,10.0162,0.000521924,-0.00466751,14.708,-0.0161658
17.85,10,10.0162,0.000475057,-0.0046866,14.708,-0.0161706
17.86,10,10.0162,0.000428012,-0.00470455,14.7079,-0.0161748
17.87,10,10.0162,0.000380799,-0.00472135,14.7079,-0.0161786
17.88,10,10.0162,0.000333428,-0.00473702,14.7079,-0.016182
17.89,10,10.0162,0.000285913,-0.00475158,14.7079,-0.0161848
17.9,10,10.0162,0.000238262,-0.00476502,14.7079,-0.0161872
17.91,10,10.0162,0.000190489,-0.00477735,14.7078,-0.0161891
17.92,10,10.0162,0.000142603,-0.00478859,14.7078,-0.0161905
17.93,10,10.0162,9.46156e-05,-0.00479874,14.7078,-0.0161915
17.94,10,10.0162,4.65375e-05,-0.00480781,14.7078,-0.016192
17.95,10,10.0162,-1.62069e-06,-0.00481582,14.7078,-0.0161919
17.96,10,10.0162,-4.98483e-05,-0.00482276,14.7078,-0.0161914
17.97,10,10.0162,-9.81349e-05,-0.00482866,14.7078,-0.0161905
17.98,10,10.0162,-0.00014647,-0.00483351,14.7077,-0.016189
17.99,10,10.0162,-0.000194843,-0.00483734,14.7077,-0.016187
18,10,10.0162,-0.000243245,-0.00484014,14.7077,-0.0161846
18.01,10,10.0162,-0.000291664,-0.00484193,14.7077,-0.0161817
18.02,10,10.0162,-0.000340091,-0.00484272,14.7077,-0.0161783
18.03,10,10.0162,-0.000388517,-0.00484252,14.7077,-0.0161744
18.04,10,10.0162,-0.00043693,-0.00484134,14.7077,-0.01617
18.05,10,10.0162,-0.000485322,-0.00483918,14.7077,-0.0161652
18.06,10,10.0162,-0.000533683,-0.00483607,14.7077,-0.0161599
18.07,10,10.0162,-0.000582003,-0.004832,14.7078,-0.016154
18.08,10,10.0161,-0.000630272,-0.00482699,14.7078,-0.0161477
18.09,10,10.0161,-0.000678483,-0.00482106,14.7078,-0.0161409
18.1,10,10.0161,-0.000726625,-0.0048142,14.7078,-0.0161337
18.11,10,10.0161,-0.000774689,-0.00480643,14.7078,-0.0161259
18.12,10,10.0161,-0.000822667,-0.00479776,14.7078,-0.0161177
18.13,10,10.0161,-0.000870549,-0.00478821,14.7078,-0.016109
18.14,10,10.0161,-0.000918327,-0.00477777,14.7078,-0.0160998
18.15,10,10.0161,-0.000965991,-0.00476647,14.7079,-0.0160902
18.16,10,10.0161,-0.00101353,-0.00475432,14.7079,-0.01608
18.17,10,10.0161,-0.00106095,-0.00474131,14.7079,-0.0160694
18.18,10,10.0161,-0.00110822,-0.00472748,14.7079,-0.0160583
18.19,10,10.016,-0.00115535,-0.00471281,14.7079,-0.0160468
18.2,10,10.016,-0.00120232,-0.00469734,14.708,-0.0160348
18.21,10,10.016,-0.00124913,-0.00468107,14.708,-0.0160223
18.22,10,10.016,-0.00129577,-0.004664,14.708,-0.0160093
18.23,10,10.016,-0.00134224,-0.00464615,14.708,-0.0159959
18.24,10,10.016,-0.00138851,-0.00462754,14.7081,-0.015982
18.25,10,10.016,-0.00143459,-0.00460817,14.7081,-0.0159677
18.26,10,10.016,-0.00148047,-0.00458805,14.7081,-0.0159528
18.27,10,10.0159,-0.00152615,-0.00456719,14.7081,-0.0159376
18.28,10,10.0159,-0.0015716,-0.00454561,14.7082,-0.0159219
18.29,10,10.0159,-0.00161683,-0.00452332,14.7082,-0.0159057
18.3,10,10.0159,-0.00166184,-0.00450033,14.7082,-0.0158891
18.31,10,10.0159,-0.0017066,-0.00447664,14.7083,-0.015872
18.32,10,10.0159,-0.00175113,-0.00445228,14.7083,-0.0158545
18.33,10,10.0158,-0.0017954,-0.00442725,14.7084,-0.0158366
18.34,10,10.0158,-0.00183942,-0.00440156,14.7084,-0.0158182
18.35,10,10.0158,-0.00188317,-0.00437522,14.7084,-0.0157993
18.36,10,10.0158,-0.00192665,-0.00434826,14.7085,-0.0157801
18.37,10,10.0158,-0.00196986,-0.00432066,14.7085,-0.0157604
18.38,10,10.0157,-0.00201278,-0.00429246,14.7086,-0.0157402
18.39,10,10.0157,-0.00205542,-0.00426366,14.7086,-0.0157197
18.4,10,10.0157,-0.00209776,-0.00423426,14.7086,-0.0156987
18.41,10,10.0157,-0.0021398,-0.00420429,14.7087,-0.0156773
18.42,10,10.0157,-0.00218154,-0.00417375,14.7087,-0.0156555
18.43,10,10.0156,-0.00222297,-0.00414266,14.7088,-0.0156333
18.44,10,10.0156,-0.00226408,-0.00411102,14.7088,-0.0156106
18.45,10,10.0156,-0.00230487,-0.00407885,14.7089,-0.0155876
18.46,10,10.0156,-0.00234533,-0.00404616,14.7089,-0.0155641
18.47,10,10.0155,-0.00238546,-0.00401295,14.709,-0.0155403
18.48,10,10.0155,-0.00242525,-0.00397925,14.709,-0.015516
18.49,10,10.0155,-0.0024647,-0.00394506,14.7091,-0.0154914
18.5,10,10.0155,-0.0025038,-0.00391039,14.7091,-0.0154663
18.51,10,10.0154,-0.00254256,-0.00387525,14.7092,-0.0154409
18.52,10,10.0154,-0.00258095,-0.00383966,14.7092,-0.0154151
18.53,10,10.0154,-0.00261899,-0.00380363,14.7093,-0.0153889
18.54,10,10.0154,-0.00265666,-0.00376716,14.7093,-0.0153623
18.55,10,10.0153,-0.00269396,-0.00373027,14.7094,-0.0153354
18.56,10,10.0153,-0.00273089,-0.00369297,14.7095,-0.0153081
18.57,10,10.0153,-0.00276745,-0.00365527,14.7095,-0.0152804
18.58,10,10.0153,-0.00280362,-0.00361718,14.7096,-0.0152524
18.59,10,10.0152,-0.00283941,-0.00357871,14.7096,-0.015224
18.6,10,10.0152,-0.0028748,-0.00353987,14.7097,-0.0151952
18.61,10,10.0152,-0.00290981,-0.00350068,14.7097,-0.0151661
18.62,10,10.0151,-0.00294442,-0.00346114,14.7098,-0.0151367
18.63,10,10.0151,-0.00297863,-0.00342126,14.7099,-0.0151069
18.64,10,10.0151,-0.00301245,-0.00338106,14.7099,-0.0150768
18.65,10,10.015,-0.00304585,-0.00334055,14.71,-0.0150463
18.66,10,10.015,-0.00307885,-0.00329973,14.7101,-0.0150155
18.67,10,10.015,-0.00311143,-0.00325862,14.7101,-0.0149844
18.68,10,10.015,-0.00314361,-0.00321722,14.7102,-0.014953
18.69,10,10.0149,-0.00317536,-0.00317556,14.7102,-0.0149212
18.7,10,10.0149,-0.0032067,-0.00313363,14.7103,-0.0148892
18.71,10,10.0149,-0.00323761,-0.00309145,14.7104,-0.0148568
18.72,10,10.0148,-0.0032681,-0.00304902,14.7104,-0.0148241
18.73,10,10.0148,-0.00329817,-0.00300637,14.7105,-0.0147911
18.74,10,10.0148,-0.0033278,-0.00296349,14.7106,-0.0147578
18.75,10,10.0147,-0.00335701,-0.00292041,14.7106,-0.0147243
18.76,10,10.0147,-0.00338578,-0.00287712,14.7107,-0.0146904
18.77,10,10.0147,-0.00341411,-0.00283364,14.7107,-0.0146563
18.78,10,10.0146,-0.00344201,-0.00278998,14.7108,-0.0146219
18.79,10,10.0146,-0.00346947,-0.00274615,14.7109,-0.0145872
18.8,10,10.0146,-0.0034965,-0.00270215,14.7109,-0.0145522
18.81,10,10.0145,-0.00352308,-0.00265801,14.711,-0.014517
18.82,10,10.0145,-0.00354921,-0.00261372,14.7111,-0.0144815
18.83,10,10.0144,-0.00357491,-0.00256929,14.7111,-0.0144457
18.84,10,10.0144,-0.00360015,-0.00252475,14.7112,-0.0144097
18.85,10,10.0144,-0.00362495,-0.00248008,14.7113,-0.0143735
18.86,10,10.0143,-0.00364931,-0.00243532,14.7113,-0.014337
18.87,10,10.0143,-0.00367321,-0.00239046,14.7114,-0.0143002
18.88,10,10.0143,-0.00369667,-0.00234551,14.7115,-0.0142633
18.89,10,10.0142,-0.00371967,-0.00230048,14.7115,-0.0142261
18.9,10,10.0142,-0.00374223,-0.00225539,14.7116,-0.0141887
18.91,10,10.0142,-0.00376433,-0.00221023,14.7117,-0.014151
18.92,10,10.0141,-0.00378598,-0.00216503,14.7118,-0.0141132
18.93,10,10.0141,-0.00380718,-0.00211978,14.7118,-0.0140751
18.94,10,10.014,-0.00382792,-0.0020745,14.7119,-0.0140368
18.95,10,10.014,-0.00384821,-0.00202919,14.712,-0.0139983
18.96,10,10.014,-0.00386805,-0.00198387,14.712,-0.0139596
18.97,10,10.0139,-0.00388744,-0.00193854,14.7121,-0.0139208
18.98,10,10.0139,-0.00390637,-0.00189322,14.7122,-0.0138817
18.99,10,10.0138,-0.00392485,-0.0018479,14.7122,-0.0138425
19,10,10.0138,-0.00394287,-0.00180259,14.7123,-0.013803
19.01,10,10.0138,-0.00396045,-0.00175732,14.7124,-0.0137634
19.02,10,10.0137,-0.00397757,-0.00171207,14.7124,-0.0137236
19.03,10,10.0137,-0.00399424,-0.00166687,14.7125,-0.0136837
19.04,10,10.0136,-0.00401045,-0.00162172,14.7126,-0.0136436
19.05,10,10.0136,-0.00402622,-0.00157663,14.7126,-0.0136033
19.06,10,10.0136,-0.00404154,-0.00153159,14.7127,-0.0135629
19.07,10,10.0135,-0.0040564,-0.00148664,14.7128,-0.0135224
19.08,10,10.0135,-0.00407082,-0.00144176,14.7128,-0.0134817
19.09,10,10.0134,-0.00408479,-0.00139697,14.7129,-0.0134408
19.1,10,10.0134,-0.00409831,-0.00135227,14.713,-0.0133998
19.11,10,10.0134,-0.00411139,-0.00130768,14.713,-0.0133587
19.12,10,10.0133,-0.00412402,-0.00126319,14.7131,-0.0133175
19.13,10,10.0133,-0.00413621,-0.00121882,14.7132,-0.0132761
19.14,10,10.0132,-0.00414796,-0.00117458,14.7132,-0.0132346
19.15,10,10.0132,-0.00415926,-0.00113046,14.7133,-0.013193
19.16,10,10.0132,-0.00417012,-0.00108648,14.7134,-0.0131513
19.17,10,10.0131,-0.00418055,-0.00104265,14.7134,-0.0131095
19.18,10,10.0131,-0.00419054,-0.000998964,14.7135,-0.0130676
19.19,10,10.013,-0.0042001,-0.000955436,14.7136,-0.0130256
19.2,10,10.013,-0.00420922,-0.000912071,14.7136,-0.0129835
19.21,10,10.0129,-0.0042179,-0.000868876,14.7137,-0.0129413
19.22,10,10.0129,-0.00422616,-0.000825857,14.7138,-0.0128991
19.23,10,10.0129,-0.00423399,-0.00078302,14.7138,-0.0128567
19.24,10,10.0128,-0.0042414,-0.00074037,14.7139,-0.0128143
19.25,10,10.0128,-0.00424838,-0.000697915,14.714,-0.0127718
19.26,10,10.0127,-0.00425493,-0.00065566,14.714,-0.0127293
19.27,10,10.0127,-0.00426107,-0.000613611,14.7141,-0.0126867
19.28,10,10.0126,-0.00426679,-0.000571773,14.7141,-0.012644
19.29,10,10.0126,-0.00427209,-0.000530152,14.7142,-0.0126013
19.3,10,10.0126,-0.00427698,-0.000488754,14.7143,-0.0125585
19.31,10,10.0125,-0.00428145,-0.000447583,14.7143,-0.0125157
19.32,10,10.0125,-0.00428552,-0.000406646,14.7144,-0.0124729
19.33,10,10.0124,-0.00428918,-0.000365947,14.7145,-0.01243
19.34,10,10.0124,-0.00429243,-0.000325492,14.7145,-0.012387
19.35,10,10.0123,-0.00429529,-0.000285286,14.7146,-0.0123441
19.36,10,10.0123,-0.00429774,-0.000245333,14.7146,-0.0123011
19.37,10,10.0123,-0.0042998,-0.000205639,14.7147,-0.0122581
19.38,10,10.0122,-0.00430146,-0.000166208,14.7148,-0.0122151
19.39,10,10.0122,-0.00430273,-0.000127044,14.7148,-0.0121721
19.4,10,10.0121,-0.00430361,-8.81536e-05,14.7149,-0.012129
19.41,10,10.0121,-0.0043041,-4.95397e-05,14.7149,-0.012086
19.42,10,10.012,-0.00430422,-1.12072e-05,14.715,-0.012043
19.43,10,10.012,-0.00430395,2.68398e-05,14.715,-0.0119999
19.44,10,10.012,-0.0043033,6.45971e-05,14.7151,-0.0119569
19.45,10,10.0119,-0.00430228,0.00010206,14.7152,-0.0119139
19.46,10,10.0119,-0.00430089,0.000139226,14.7152,-0.0118709
19.47,10,10.0118,-0.00429913,0.00017609,14.7153,-0.0118279
19.48,10,10.0118,-0.004297,0.000212648,14.7153,-0.0117849
19.49,10,10.0117,-0.00429451,0.000248896,14.7154,-0.0117419
19.5,10,10.0117,-0.00429166,0.000284832,14.7154,-0.011699
19.51,10,10.0117,-0.00428846,0.000320451,14.7155,-0.0116561
19.52,10,10.0116,-0.0042849,0.000355751,14.7155,-0.0116133
19.53,10,10.0116,-0.004281,0.000390726,14.7156,-0.0115705
19.54,10,10.0115,-0.00427674,0.000425376,14.7156,-0.0115277
19.55,10,10.0115,-0.00427214,0.000459695,14.7157,-0.011485
19.56,10,10.0114,-0.00426721,0.000493682,14.7157,-0.0114423
19.57,10,10.0114,-0.00426193,0.000527332,14.7158,-0.0113997
19.58,10,10.0114,-0.00425633,0.000560644,14.7158,-0.0113571
19.59,10,10.0113,-0.00425039,0.000593615,14.7159,-0.0113146
19.6,10,10.0113,-0.00424413,0.00062624,14.7159,-0.0112722
19.61,10,10.0112,-0.00423754,0.000658519,14.716,-0.0112298
19.62,10,10.0112,-0.00423064,0.000690449,14.716,-0.0111875
19.63,10,10.0111,-0.00422342,0.000722026,14.7161,-0.0111453
19.64,10,10.0111,-0.00421589,0.000753249,14.7161,-0.0111031
19.65,10,10.0111,-0.00420805,0.000784115,14.7162,-0.011061
19.66,10,10.011,-0.0041999,0.000814623,14.7162,-0.011019
19.67,10,10.011,-0.00419145,0.000844769,14.7163,-0.0109771
19.68,10,10.0109,-0.00418271,0.000874552,14.7163,-0.0109353
19.69,10,10.0109,-0.00417367,0.000903971,14.7164,-0.0108936
19.7,10,10.0109,-0.00416434,0.000933022,14.7164,-0.0108519
19.71,10,10.0108,-0.00415472,0.000961705,14.7164,-0.0108104
19.72,10,10.0108,-0.00414482,0.000990017,14.7165,-0.0107689
19.73,10,10.0107,-0.00413464,0.00101796,14.7165,-0.0107276
19.74,10,10.0107,-0.00412418,0.00104552,14.7166,-0.0106863
19.75,10,10.0106,-0.00411346,0.00107272,14.7166,-0.0106452
19.76,10,10.0106,-0.00410246,0.00109953,14.7166,-0.0106042
19.77,10,10.0106,-0.0040912,0.00112597,14.7167,-0.0105633
19.78,10,10.0105,-0.00407968,0.00115203,14.7167,-0.0105225
19.79,10,10.0105,-0.00406791,0.00117771,14.7168,-0.0104818
19.8,10,10.0104,-0.00405588,0.00120301,14.7168,-0.0104412
19.81,10,10.0104,-0.0040436,0.00122792,14.7168,-0.0104008
19.82,10,10.0104,-0.00403107,0.00125246,14.7169,-0.0103605
19.83,10,10.0103,-0.00401831,0.00127661,14.7169,-0.0103203
19.84,10,10.0103,-0.0040053,0.00130037,14.717,-0.0102802
19.85,10,10.0102,-0.00399206,0.00132375,14.717,-0.0102403
19.86,10,10.0102,-0.0039786,0.00134675,14.717,-0.0102005
19.87,10,10.0102,-0.0039649,0.00136936,14.7171,-0.0101609
19.88,10,10.0101,-0.00395099,0.00139158,14.7171,-0.0101214
19.89,10,10.0101,-0.00393685,0.00141342,14.7171,-0.010082
19.9,10,10.01,-0.0039225,0.00143486,14.7172,-0.0100428
19.91,10,10.01,-0.00390795,0.00145592,14.7172,-0.0100037
19.92,10,10.01,-0.00389318,0.0014766,14.7172,-0.00996478
19.93,10,10.0099,-0.00387821,0.00149688,14.7172,-0.00992599
19.94,10,10.0099,-0.00386304,0.00151678,14.7173,-0.00988736
19.95,10,10.0098,-0.00384768,0.00153629,14.7173,-0.00984889
19.96,10,10.0098,-0.00383213,0.00155541,14.7173,-0.00981057
19.97,10,10.0098,-0.00381638,0.00157415,14.7174,-0.0097724
19.98,10,10.0097,-0.00380046,0.0015925,14.7174,-0.0097344
19.99,10,10.0097,-0.00378435,0.00161046,14.7174,-0.00969655
