time,setpoint,altitude,velocity,acceleration,thrust,error
9.07,10,10.3648,-0.253905,-0.232542,14.3662,-0.364753
9.08,10,10.3622,-0.256166,-0.226132,14.3758,-0.362191
9.09,10,10.3596,-0.258364,-0.219744,14.3854,-0.359608
9.1,10,10.357,-0.260497,-0.213378,14.3949,-0.357003
9.11,10,10.3544,-0.262568,-0.207036,14.4044,-0.354377
9.12,10,10.3517,-0.264575,-0.200717,14.4139,-0.351731
9.13,10,10.3491,-0.266519,-0.194424,14.4234,-0.349066
9.14,10,10.3464,-0.268401,-0.188157,14.4328,-0.346382
9.15,10,10.3437,-0.27022,-0.181917,14.4421,-0.34368
9.16,10,10.341,-0.271977,-0.175704,14.4514,-0.34096
9.17,10,10.3382,-0.273672,-0.16952,14.4607,-0.338223
9.18,10,10.3355,-0.275306,-0.163365,14.47,-0.33547
9.19,10,10.3327,-0.276878,-0.15724,14.4791,-0.332702
9.2,10,10.3299,-0.27839,-0.151147,14.4883,-0.329918
9.21,10,10.3271,-0.279841,-0.145085,14.4974,-0.327119
9.22,10,10.3243,-0.281231,-0.139055,14.5064,-0.324307
9.23,10,10.3215,-0.282562,-0.133059,14.5154,-0.321481
9.24,10,10.3186,-0.283833,-0.127097,14.5244,-0.318643
9.25,10,10.3158,-0.285044,-0.12117,14.5332,-0.315793
9.26,10,10.3129,-0.286197,-0.115278,14.5421,-0.312931
9.27,10,10.3101,-0.287291,-0.109423,14.5509,-0.310058
9.28,10,10.3072,-0.288327,-0.103604,14.5596,-0.307174
9.29,10,10.3043,-0.289306,-0.0978231,14.5683,-0.304281
9.3,10,10.3014,-0.290226,-0.0920802,14.5769,-0.301379
9.31,10,10.2985,-0.29109,-0.0863762,14.5854,-0.298468
9.32,10,10.2955,-0.291897,-0.0807118,14.5939,-0.295549
9.33,10,10.2926,-0.292648,-0.0750875,14.6024,-0.292623
9.34,10,10.2897,-0.293343,-0.069504,14.6107,-0.289689
9.35,10,10.2867,-0.293983,-0.0639618,14.6191,-0.28675
9.36,10,10.2838,-0.294567,-0.0584616,14.6273,-0.283804
9.37,10,10.2809,-0.295098,-0.0530039,14.6355,-0.280853
9.38,10,10.2779,-0.295573,-0.0475893,14.6436,-0.277897
9.39,10,10.2749,-0.295996,-0.0422184,14.6517,-0.274937
9.4,10,10.272,-0.296364,-0.0368916,14.6597,-0.271974
9.41,10,10.269,-0.296681,-0.0316095,14.6676,-0.269007
9.42,10,10.266,-0.296944,-0.0263726,14.6754,-0.266037
9.43,10,10.2631,-0.297156,-0.0211814,14.6832,-0.263066
9.44,10,10.2601,-0.297316,-0.0160364,14.6909,-0.260093
9.45,10,10.2571,-0.297426,-0.010938,14.6986,-0.257118
9.46,10,10.2541,-0.297485,-0.00588667,14.7062,-0.254143
9.47,10,10.2512,-0.297494,-0.000882912,14.7137,-0.251169
9.48,10,10.2482,-0.297453,0.00407288,14.7211,-0.248194
9.49,10,10.2452,-0.297363,0.00898029,14.7285,-0.24522
9.5,10,10.2422,-0.297225,0.0138389,14.7358,-0.242248
9.51,10,10.2393,-0.297038,0.0186483,14.743,-0.239278
9.52,10,10.2363,-0.296804,0.0234082,14.7501,-0.23631
9.53,10,10.2333,-0.296523,0.0281182,14.7572,-0.233344
9.54,10,10.2304,-0.296195,0.0327778,14.7642,-0.230383
9.55,10,10.2274,-0.295821,0.0373869,14.7711,-0.227424
9.56,10,10.2245,-0.295402,0.0419449,14.7779,-0.22447
9.57,10,10.2215,-0.294937,0.0464518,14.7847,-0.221521
9.58,10,10.2186,-0.294428,0.050907,14.7914,-0.218577
9.59,10,10.2156,-0.293875,0.0553104,14.798,-0.215638
9.6,10,10.2127,-0.293279,0.0596616,14.8045,-0.212705
9.61,10,10.2098,-0.292639,0.0639604,14.8109,-0.209779
9.62,10,10.2069,-0.291957,0.0682065,14.8173,-0.206859
9.63,10,10.2039,-0.291233,0.0723998,14.8236,-0.203947
9.64,10,10.201,-0.290467,0.0765398,14.8298,-0.201042
9.65,10,10.1981,-0.289661,0.0806265,14.8359,-0.198146
9.66,10,10.1953,-0.288815,0.0846597,14.842,-0.195257
9.67,10,10.1924,-0.287928,0.088639,14.848,-0.192378
9.68,10,10.1895,-0.287003,0.0925644,14.8538,-0.189508
9.69,10,10.1866,-0.286038,0.0964356,14.8597,-0.186648
9.7,10,10.1838,-0.285036,0.100253,14.8654,-0.183797
9.71,10,10.181,-0.283996,0.104015,14.871,-0.180957
9.72,10,10.1781,-0.282918,0.107723,14.8766,-0.178128
9.73,10,10.1753,-0.281805,0.111376,14.8821,-0.17531
9.74,10,10.1725,-0.280655,0.114974,14.8875,-0.172504
9.75,10,10.1697,-0.27947,0.118518,14.8928,-0.169709
9.76,10,10.1669,-0.27825,0.122006,14.898,-0.166926
9.77,10,10.1642,-0.276995,0.125439,14.9032,-0.164156
9.78,10,10.1614,-0.275707,0.128817,14.9082,-0.161399
9.79,10,10.1587,-0.274386,0.13214,14.9132,-0.158656
9.8,10,10.1559,-0.273031,0.135408,14.9181,-0.155925
9.81,10,10.1532,-0.271645,0.13862,14.9229,-0.153209
9.82,10,10.1505,-0.270228,0.141776,14.9277,-0.150507
9.83,10,10.1478,-0.268779,0.144877,14.9323,-0.147819
9.84,10,10.1451,-0.2673,0.147923,14.9369,-0.145146
9.85,10,10.1425,-0.26579,0.150914,14.9414,-0.142488
9.86,10,10.1398,-0.264252,0.153848,14.9458,-0.139845
9.87,10,10.1372,-0.262685,0.156728,14.9501,-0.137218
9.88,10,10.1346,-0.261089,0.159552,14.9543,-0.134608
9.89,10,10.132,-0.259466,0.162321,14.9585,-0.132013
9.9,10,10.1294,-0.257816,0.165034,14.9626,-0.129435
9.91,10,10.1269,-0.256139,0.167692,14.9665,-0.126873
9.92,10,10.1243,-0.254436,0.170295,14.9704,-0.124329
9.93,10,10.1218,-0.252707,0.172843,14.9743,-0.121802
9.94,10,10.1193,-0.250954,0.175336,14.978,-0.119292
9.95,10,10.1168,-0.249176,0.177774,14.9817,-0.116801
9.96,10,10.1143,-0.247375,0.180157,14.9852,-0.114327
9.97,10,10.1119,-0.24555,0.182485,14.9887,-0.111871
9.98,10,10.1094,-0.243702,0.184759,14.9921,-0.109434
9.99,10,10.107,-0.241832,0.186978,14.9955,-0.107016
10,10,10.1046,-0.239941,0.189143,14.9987,-0.104617
10.01,10,10.1022,-0.238028,0.191254,15.0019,-0.102236
10.02,10,10.0999,-0.236095,0.19331,15.005,-0.0998754
10.03,10,10.0975,-0.234142,0.195313,15.008,-0.097534
10.04,10,10.0952,-0.23217,0.197262,15.0109,-0.0952123
10.05,10,10.0929,-0.230178,0.199157,15.0137,-0.0929105
10.06,10,10.0906,-0.228168,0.200999,15.0165,-0.0906288
10.07,10,10.0884,-0.22614,0.202788,15.0192,-0.0883674
10.08,10,10.0861,-0.224095,0.204524,15.0218,-0.0861265
10.09,10,10.0839,-0.222033,0.206207,15.0243,-0.0839062
10.1,10,10.0817,-0.219954,0.207838,15.0268,-0.0817066
10.11,10,10.0795,-0.21786,0.209416,15.0291,-0.079528
10.12,10,10.0774,-0.215751,0.210942,15.0314,-0.0773705
10.13,10,10.0752,-0.213627,0.212416,15.0336,-0.0752342
10.14,10,10.0731,-0.211488,0.213839,15.0358,-0.0731194
10.15,10,10.071,-0.209336,0.21521,15.0378,-0.071026
10.16,10,10.069,-0.207171,0.21653,15.0398,-0.0689543
10.17,10,10.0669,-0.204993,0.217799,15.0417,-0.0669044
10.18,10,10.0649,-0.202803,0.219018,15.0435,-0.0648763
10.19,10,10.0629,-0.200601,0.220186,15.0453,-0.0628703
10.2,10,10.0609,-0.198388,0.221305,15.047,-0.0608864
10.21,10,10.0589,-0.196164,0.222373,15.0486,-0.0589248
10.22,10,10.057,-0.19393,0.223392,15.0501,-0.0569855
10.23,10,10.0551,-0.191687,0.224362,15.0515,-0.0550686
10.24,10,10.0532,-0.189434,0.225283,15.0529,-0.0531743
10.25,10,10.0513,-0.187172,0.226156,15.0542,-0.0513026
10.26,10,10.0495,-0.184902,0.22698,15.0555,-0.0494536
10.27,10,10.0476,-0.182625,0.227757,15.0566,-0.0476273
10.28,10,10.0458,-0.18034,0.228486,15.0577,-0.0458239
10.29,10,10.044,-0.178048,0.229167,15.0588,-0.0440434
10.3,10,10.0423,-0.17575,0.229802,15.0597,-0.0422859
10.31,10,10.0406,-0.173446,0.23039,15.0606,-0.0405515
10.32,10,10.0388,-0.171137,0.230932,15.0614,-0.0388401
10.33,10,10.0372,-0.168823,0.231429,15.0621,-0.0371519
10.34,10,10.0355,-0.166504,0.231879,15.0628,-0.0354868
10.35,10,10.0338,-0.164181,0.232285,15.0634,-0.033845
10.36,10,10.0322,-0.161855,0.232646,15.064,-0.0322265
10.37,10,10.0306,-0.159525,0.232962,15.0644,-0.0306312
10.38,10,10.0291,-0.157193,0.233235,15.0649,-0.0290593
10.39,10,10.0275,-0.154858,0.233463,15.0652,-0.0275107
10.4,10,10.026,-0.152522,0.233649,15.0655,-0.0259855
10.41,10,10.0245,-0.150184,0.233792,15.0657,-0.0244837
10.42,10,10.023,-0.147845,0.233892,15.0658,-0.0230052
10.43,10,10.0216,-0.145505,0.23395,15.0659,-0.0215502
10.44,10,10.0201,-0.143166,0.233966,15.0659,-0.0201185
10.45,10,10.0187,-0.140826,0.233942,15.0659,-0.0187102
10.46,10,10.0173,-0.138487,0.233876,15.0658,-0.0173254
10.47,10,10.016,-0.13615,0.23377,15.0657,-0.0159639
10.48,10,10.0146,-0.133813,0.233624,15.0654,-0.0146257
10.49,10,10.0133,-0.131479,0.233438,15.0652,-0.0133109
10.5,10,10.012,-0.129147,0.233213,15.0648,-0.0120195
10.51,10,10.0108,-0.126817,0.23295,15.0644,-0.0107513
10.52,10,10.0095,-0.124491,0.232648,15.064,-0.00950639
10.53,10,10.0083,-0.122168,0.232308,15.0635,-0.00828472
10.54,10,10.0071,-0.119849,0.23193,15.0629,-0.00708623
10.55,10,10.0059,-0.117533,0.231516,15.0623,-0.0059109
10.56,10,10.0048,-0.115223,0.231064,15.0616,-0.00475867
10.57,10,10.0036,-0.112917,0.230577,15.0609,-0.0036295
10.58,10,10.0025,-0.110616,0.230054,15.0601,-0.00252333
10.59,10,10.0014,-0.108321,0.229496,15.0592,-0.00144012
10.6,10,10.0004,-0.106032,0.228902,15.0584,-0.000379795
10.61,10,9.99934,-0.10375,0.228275,15.0574,0.000657702
10.62,10,9.99833,-0.101474,0.227613,15.0564,0.00167244
10.63,10,9.99734,-0.0992044,0.226918,15.0554,0.00266448
10.64,10,9.99637,-0.0969425,0.226189,15.0543,0.00363391
10.65,10,9.99542,-0.0946882,0.225429,15.0531,0.00458079
10.66,10,9.99449,-0.0924419,0.224635,15.052,0.00550521
10.67,10,9.99359,-0.0902038,0.223811,15.0507,0.00640725
10.68,10,9.99271,-0.0879742,0.222955,15.0494,0.00728699
10.69,10,9.99186,-0.0857535,0.222068,15.0481,0.00814452
10.7,10,9.99102,-0.083542,0.221151,15.0467,0.00897994
10.71,10,9.99021,-0.08134,0.220204,15.0453,0.00979334
10.72,10,9.98942,-0.0791477,0.219227,15.0438,0.0105848
10.73,10,9.98865,-0.0769655,0.218222,15.0423,0.0113545
10.74,10,9.9879,-0.0747936,0.217188,15.0408,0.0121024
10.75,10,9.98717,-0.0726324,0.216126,15.0392,0.0128287
10.76,10,9.98647,-0.070482,0.215036,15.0376,0.0135336
10.77,10,9.98578,-0.0683428,0.21392,15.0359,0.014217
10.78,10,9.98512,-0.0662151,0.212776,15.0342,0.0148791
10.79,10,9.98448,-0.064099,0.211607,15.0324,0.0155201
10.8,10,9.98386,-0.0619949,0.210412,15.0306,0.0161401
10.81,10,9.98326,-0.059903,0.209191,15.0288,0.0167391
10.82,10,9.98268,-0.0578235,0.207946,15.0269,0.0173173
10.83,10,9.98213,-0.0557567,0.206676,15.025,0.0178749
10.84,10,9.98159,-0.0537029,0.205383,15.0231,0.0184119
10.85,10,9.98107,-0.0516623,0.204066,15.0211,0.0189286
10.86,10,9.98058,-0.049635,0.202726,15.0191,0.0194249
10.87,10,9.9801,-0.0476214,0.201364,15.017,0.0199011
10.88,10,9.97964,-0.0456216,0.199979,15.015,0.0203573
10.89,10,9.97921,-0.0436358,0.198573,15.0129,0.0207937
10.9,10,9.97879,-0.0416644,0.197147,15.0107,0.0212103
10.91,10,9.97839,-0.0397074,0.195699,15.0085,0.0216074
10.92,10,9.97801,-0.0377651,0.194231,15.0063,0.0219851
10.93,10,9.97766,-0.0358376,0.192744,15.0041,0.0223434
10.94,10,9.97732,-0.0339253,0.191237,15.0019,0.0226827
10.95,10,9.977,-0.0320281,0.189711,14.9996,0.023003
10.96,10,9.9767,-0.0301465,0.188167,14.9973,0.0233044
10.97,10,9.97641,-0.0282804,0.186605,14.9949,0.0235872
10.98,10,9.97615,-0.0264302,0.185026,14.9925,0.0238515
10.99,10,9.9759,-0.0245959,0.18343,14.9901,0.0240975
11,10,9.97567,-0.0227777,0.181817,14.9877,0.0243253
11.01,10,9.97546,-0.0209758,0.180188,14.9853,0.024535
11.02,10,9.97527,-0.0191904,0.178543,14.9828,0.0247269
11.03,10,9.9751,-0.0174215,0.176884,14.9803,0.0249012
11.04,10,9.97494,-0.0156695,0.175209,14.9778,0.0250579
11.05,10,9.9748,-0.0139343,0.17352,14.9753,0.0251972
11.06,10,9.97468,-0.0122161,0.171817,14.9727,0.0253194
11.07,10,9.97458,-0.0105151,0.170101,14.9702,0.0254245
11.08,10,9.97449,-0.00883136,0.168372,14.9676,0.0255128
11.09,10,9.97442,-0.00716506,0.16663,14.9649,0.0255845
11.1,10,9.97436,-0.00551629,0.164876,14.9623,0.0256396
11.11,10,9.97432,-0.00388519,0.163111,14.9597,0.0256785
11.12,10,9.9743,-0.00227185,0.161334,14.957,0.0257012
11.13,10,9.97429,-0.000676393,0.159546,14.9543,0.025708
11.14,10,9.9743,0.000901083,0.157748,14.9516,0.025699
11.15,10,9.97433,0.00246048,0.155939,14.9489,0.0256744
11.16,10,9.97437,0.00400169,0.154122,14.9462,0.0256343
11.17,10,9.97442,0.00552464,0.152295,14.9434,0.0255791
11.18,10,9.97449,0.00702923,0.150459,14.9407,0.0255088
11.19,10,9.97458,0.00851538,0.148615,14.9379,0.0254236
11.2,10,9.97468,0.00998301,0.146763,14.9351,0.0253238
11.21,10,9.97479,0.011432,0.144903,14.9324,0.0252095
11.22,10,9.97492,0.0128624,0.143037,14.9296,0.0250809
11.23,10,9.97506,0.014274,0.141163,14.9267,0.0249381
11.24,10,9.97522,0.0156669,0.139284,14.9239,0.0247815
11.25,10,9.97539,0.0170409,0.137398,14.9211,0.024611
11.26,10,9.97557,0.0183959,0.135507,14.9183,0.0244271
11.27,10,9.97577,0.019732,0.133611,14.9154,0.0242298
11.28,10,9.97598,0.0210491,0.13171,14.9126,0.0240193
11.29,10,9.9762,0.0223472,0.129804,14.9097,0.0237958
11.3,10,9.97644,0.0236261,0.127895,14.9068,0.0235595
11.31,10,9.97669,0.0248859,0.125982,14.904,0.0233107
11.32,10,9.97695,0.0261266,0.124066,14.9011,0.0230494
11.33,10,9.97722,0.0273481,0.122146,14.8982,0.0227759
11.34,10,9.97751,0.0285503,0.120225,14.8953,0.0224904
11.35,10,9.97781,0.0297333,0.118301,14.8925,0.0221931
11.36,10,9.97812,0.0308971,0.116376,14.8896,0.0218841
11.37,10,9.97844,0.0320416,0.114449,14.8867,0.0215637
11.38,10,9.97877,0.0331668,0.112521,14.8838,0.021232
11.39,10,9.97911,0.0342727,0.110592,14.8809,0.0208893
11.4,10,9.97946,0.0353593,0.108663,14.878,0.0205357
11.41,10,9.97983,0.0364267,0.106734,14.8751,0.0201715
11.42,10,9.9802,0.0374747,0.104805,14.8722,0.0197967
11.43,10,9.98059,0.0385035,0.102877,14.8693,0.0194117
11.44,10,9.98098,0.039513,0.10095,14.8664,0.0190165
11.45,10,9.98139,0.0405032,0.0990248,14.8635,0.0186115
11.46,10,9.9818,0.0414743,0.0971009,14.8607,0.0181968
11.47,10,9.98223,0.042426,0.095179,14.8578,0.0177725
11.48,10,9.98266,0.0433586,0.0932594,14.8549,0.0173389
11.49,10,9.9831,0.0442721,0.0913425,14.852,0.0168962
11.5,10,9.98356,0.0451663,0.0894285,14.8491,0.0164445
11.51,10,9.98402,0.0460415,0.0875178,14.8463,0.0159841
11.52,10,9.98448,0.0468976,0.0856107,14.8434,0.0155152
11.53,10,9.98496,0.0477347,0.0837075,14.8406,0.0150378
11.54,10,9.98545,0.0485528,0.0818085,14.8377,0.0145523
11.55,10,9.98594,0.0493519,0.0799139,14.8349,0.0140588
11.56,10,9.98644,0.0501322,0.0780242,14.832,0.0135574
11.57,10,9.98695,0.0508936,0.0761395,14.8292,0.0130485
11.58,10,9.98747,0.0516362,0.0742601,14.8264,0.0125321
11.59,10,9.98799,0.05236,0.0723864,14.8236,0.0120085
11.6,10,9.98852,0.0530652,0.0705186,14.8208,0.0114779
11.61,10,9.98906,0.0537518,0.068657,14.818,0.0109404
11.62,10,9.9896,0.0544198,0.0668018,14.8152,0.0103962
11.63,10,9.99015,0.0550693,0.0649534,14.8124,0.00984548
11.64,10,9.99071,0.0557005,0.0631119,14.8097,0.00928847
11.65,10,9.99127,0.0563132,0.0612777,14.8069,0.00872534
11.66,10,9.99184,0.0569077,0.059451,14.8042,0.00815626
11.67,10,9.99242,0.0574841,0.0576321,14.8014,0.00758142
11.68,10,9.993,0.0580423,0.0558212,14.7987,0.007001
11.69,10,9.99358,0.0585825,0.0540185,14.796,0.00641517
11.7,10,9.99418,0.0591047,0.0522242,14.7933,0.00582413
11.71,10,9.99477,0.0596091,0.0504388,14.7907,0.00522804
11.72,10,9.99537,0.0600957,0.0486622,14.788,0.00462708
11.73,10,9.99598,0.0605647,0.0468949,14.7853,0.00402143
11.74,10,9.99659,0.061016,0.0451369,14.7827,0.00341127
11.75,10,9.9972,0.0614499,0.0433886,14.7801,0.00279677
11.76,10,9.99782,0.0618664,0.0416501,14.7775,0.00217811
11.77,10,9.99844,0.0622656,0.0399217,14.7749,0.00155545
11.78,10,9.99907,0.0626477,0.0382036,14.7723,0.000928974
11.79,10,9.9997,0.0630126,0.0364959,14.7697,0.000298848
11.8,10,10.0003,0.0633606,0.0347989,14.7672,-0.000334758
11.81,10,10.001,0.0636918,0.0331127,14.7647,-0.000971676
11.82,10,10.0016,0.0640061,0.0314377,14.7622,-0.00161174
11.83,10,10.0023,0.0643039,0.0297738,14.7597,-0.00225478
11.84,10,10.0029,0.0645851,0.0281215,14.7572,-0.00290063
11.85,10,10.0035,0.0648499,0.0264807,14.7547,-0.00354913
11.86,10,10.0042,0.0650984,0.0248517,14.7523,-0.00420011
11.87,10,10.0049,0.0653308,0.0232347,14.7499,-0.00485342
11.88,10,10.0055,0.0655471,0.0216299,14.7474,-0.00550889
11.89,10,10.0062,0.0657474,0.0200374,14.7451,-0.00616636
11.9,10,10.0068,0.065932,0.0184573,14.7427,-0.00682568
11.91,10,10.0075,0.0661009,0.0168899,14.7403,-0.00748669
11.92,10,10.0081,0.0662542,0.0153352,14.738,-0.00814923
11.93,10,10.0088,0.0663922,0.0137935,14.7357,-0.00881315
11.94,10,10.0095,0.0665148,0.0122649,14.7334,-0.0094783
11.95,10,10.0101,0.0666223,0.0107495,14.7311,-0.0101445
11.96,10,10.0108,0.0667148,0.0092475,14.7289,-0.0108117
11.97,10,10.0115,0.0667924,0.00775899,14.7266,-0.0114796
11.98,10,10.0121,0.0668552,0.00628411,14.7244,-0.0121482
11.99,10,10.0128,0.0669035,0.004823,14.7222,-0.0128172
12,10,10.0135,0.0669372,0.00337579,14.7201,-0.0134866
12.01,10,10.0142,0.0669566,0.00194259,14.7179,-0.0141561
12.02,10,10.0148,0.0669619,0.000523522,14.7158,-0.0148257
12.03,10,10.0155,0.0669531,-0.000881301,14.7137,-0.0154953
12.04,10,10.0162,0.0669304,-0.00227177,14.7116,-0.0161646
12.05,10,10.0168,0.0668939,-0.00364777,14.7095,-0.0168335
12.06,10,10.0175,0.0668438,-0.00500921,14.7075,-0.017502
12.07,10,10.0182,0.0667802,-0.00635598,14.7055,-0.0181698
12.08,10,10.0188,0.0667033,-0.007688,14.7035,-0.0188368
12.09,10,10.0195,0.0666133,-0.00900515,14.7015,-0.0195029
12.1,10,10.0202,0.0665102,-0.0103074,14.6995,-0.020168
12.11,10,10.0208,0.0663943,-0.0115946,14.6976,-0.020832
12.12,10,10.0215,0.0662656,-0.0128666,14.6957,-0.0214946
12.13,10,10.0222,0.0661244,-0.0141235,14.6938,-0.0221559
12.14,10,10.0228,0.0659707,-0.0153652,14.692,-0.0228156
12.15,10,10.0235,0.0658048,-0.0165914,14.6901,-0.0234736
12.16,10,10.0241,0.0656268,-0.0178023,14.6883,-0.0241299
12.17,10,10.0248,0.0654368,-0.0189978,14.6865,-0.0247843
12.18,10,10.0254,0.065235,-0.0201777,14.6847,-0.0254366
12.19,10,10.0261,0.0650216,-0.021342,14.683,-0.0260868
12.2,10,10.0267,0.0647967,-0.0224907,14.6813,-0.0267348
12.21,10,10.0274,0.0645605,-0.0236236,14.6796,-0.0273804
12.22,10,10.028,0.0643131,-0.0247409,14.6779,-0.0280235
12.23,10,10.0287,0.0640546,-0.0258424,14.6762,-0.0286641
12.24,10,10.0293,0.0637854,-0.026928,14.6746,-0.0293019
12.25,10,10.0299,0.0635054,-0.0279978,14.673,-0.029937
12.26,10,10.0306,0.0632149,-0.0290517,14.6714,-0.0305691
12.27,10,10.0312,0.062914,-0.0300896,14.6699,-0.0311983
12.28,10,10.0318,0.0626028,-0.0311116,14.6683,-0.0318243
12.29,10,10.0324,0.0622817,-0.0321176,14.6668,-0.0324471
12.3,10,10.0331,0.0619506,-0.0331076,14.6653,-0.0330666
12.31,10,10.0337,0.0616098,-0.0340816,14.6639,-0.0336827
12.32,10,10.0343,0.0612594,-0.0350396,14.6624,-0.0342953
12.33,10,10.0349,0.0608996,-0.0359815,14.661,-0.0349043
12.34,10,10.0355,0.0605305,-0.0369073,14.6596,-0.0355096
12.35,10,10.0361,0.0601523,-0.0378171,14.6583,-0.0361111
12.36,10,10.0367,0.0597652,-0.0387107,14.6569,-0.0367088
12.37,10,10.0373,0.0593693,-0.0395884,14.6556,-0.0373025
12.38,10,10.0379,0.0589648,-0.0404499,14.6543,-0.0378921
12.39,10,10.0385,0.0585519,-0.0412954,14.6531,-0.0384776
12.4,10,10.0391,0.0581306,-0.0421248,14.6518,-0.039059
12.41,10,10.0396,0.0577013,-0.0429381,14.6506,-0.039636
12.42,10,10.0402,0.0572639,-0.0437354,14.6494,-0.0402086
12.43,10,10.0408,0.0568187,-0.0445167,14.6482,-0.0407768
12.44,10,10.0413,0.0563659,-0.045282,14.6471,-0.0413405
12.45,10,10.0419,0.0559056,-0.0460313,14.646,-0.0418995
12.46,10,10.0425,0.0554379,-0.0467646,14.6449,-0.0424539
12.47,10,10.043,0.0549631,-0.047482,14.6438,-0.0430035
12.48,10,10.0435,0.0544813,-0.0481835,14.6427,-0.0435483
12.49,10,10.0441,0.0539926,-0.0488691,14.6417,-0.0440883
12.5,10,10.0446,0.0534972,-0.0495389,14.6407,-0.0446232
12.51,10,10.0452,0.0529953,-0.0501929,14.6397,-0.0451532
12.52,10,10.0457,0.052487,-0.0508311,14.6388,-0.0456781
12.53,10,10.0462,0.0519724,-0.0514536,14.6378,-0.0461978
12.54,10,10.0467,0.0514518,-0.0520604,14.6369,-0.0467123
12.55,10,10.0472,0.0509253,-0.0526515,14.636,-0.0472215
12.56,10,10.0477,0.050393,-0.0532271,14.6352,-0.0477255
12.57,10,10.0482,0.0498552,-0.0537871,14.6343,-0.048224
12.58,10,10.0487,0.0493119,-0.0543317,14.6335,-0.0487171
12.59,10,10.0492,0.0487633,-0.0548608,14.6327,-0.0492048
12.6,10,10.0497,0.0482095,-0.0553746,14.6319,-0.0496869
12.61,10,10.0502,0.0476508,-0.055873,14.6312,-0.0501634
12.62,10,10.0506,0.0470872,-0.0563562,14.6305,-0.0506343
12.63,10,10.0511,0.046519,-0.0568242,14.6298,-0.0510994
12.64,10,10.0516,0.0459462,-0.0572771,14.6291,-0.0515589
12.65,10,10.052,0.0453691,-0.0577149,14.6284,-0.0520126
12.66,10,10.0525,0.0447877,-0.0581378,14.6278,-0.0524605
12.67,10,10.0529,0.0442022,-0.0585457,14.6272,-0.0529025
12.68,10,10.0533,0.0436128,-0.0589388,14.6266,-0.0533386
12.69,10,10.0538,0.0430197,-0.0593172,14.626,-0.0537688
12.7,10,10.0542,0.0424229,-0.0596808,14.6255,-0.0541931
12.71,10,10.0546,0.0418226,-0.0600299,14.625,-0.0546113
12.72,10,10.055,0.0412189,-0.0603644,14.6245,-0.0550235
12.73,10,10.0554,0.0406121,-0.0606845,14.624,-0.0554296
12.74,10,10.0558,0.0400022,-0.0609903,14.6235,-0.0558296
12.75,10,10.0562,0.0393893,-0.0612818,14.6231,-0.0562235
12.76,10,10.0566,0.0387738,-0.0615591,14.6227,-0.0566112
12.77,10,10.057,0.0381555,-0.0618223,14.6223,-0.0569928
12.78,10,10.0574,0.0375348,-0.0620715,14.6219,-0.0573681
12.79,10,10.0577,0.0369117,-0.0623068,14.6215,-0.0577373
12.8,10,10.0581,0.0362865,-0.0625283,14.6212,-0.0581001
12.81,10,10.0585,0.0356591,-0.0627361,14.6209,-0.0584567
12.82,10,10.0588,0.0350298,-0.0629303,14.6206,-0.058807
12.83,10,10.0592,0.0343987,-0.0631109,14.6203,-0.059151
12.84,10,10.0595,0.0337659,-0.0632782,14.6201,-0.0594887
12.85,10,10.0598,0.0331316,-0.0634321,14.6199,-0.05982
12.86,10,10.0601,0.0324959,-0.0635728,14.6196,-0.0601449
12.87,10,10.0605,0.0318589,-0.0637005,14.6194,-0.0604635
12.88,10,10.0608,0.0312207,-0.0638151,14.6193,-0.0607757
12.89,10,10.0611,0.0305815,-0.0639168,14.6191,-0.0610815
12.9,10,10.0614,0.0299415,-0.0640058,14.619,-0.061381
12.91,10,10.0617,0.0293007,-0.0640821,14.6189,-0.061674
12.92,10,10.062,0.0286592,-0.0641458,14.6188,-0.0619606
12.93,10,10.0622,0.0280172,-0.0641971,14.6187,-0.0622407
12.94,10,10.0625,0.0273749,-0.064236,14.6186,-0.0625145
12.95,10,10.0628,0.0267322,-0.0642627,14.6186,-0.0627818
12.96,10,10.063,0.0260895,-0.0642773,14.6186,-0.0630427
12.97,10,10.0633,0.0254467,-0.06428,14.6186,-0.0632972
12.98,10,10.0635,0.024804,-0.0642707,14.6186,-0.0635452
12.99,10,10.0638,0.0241615,-0.0642497,14.6186,-0.0637868
13,10,10.064,0.0235193,-0.0642171,14.6187,-0.064022
13.01,10,10.0643,0.0228776,-0.064173,14.6187,-0.0642508
13.02,10,10.0645,0.0222364,-0.0641175,14.6188,-0.0644731
13.03,10,10.0647,0.0215959,-0.0640507,14.6189,-0.0646891
13.04,10,10.0649,0.0209562,-0.0639727,14.619,-0.0648987
13.05,10,10.0651,0.0203173,-0.0638838,14.6192,-0.0651018
13.06,10,10.0653,0.0196795,-0.0637839,14.6193,-0.0652986
13.07,10,10.0655,0.0190427,-0.0636733,14.6195,-0.0654891
13.08,10,10.0657,0.0184072,-0.063552,14.6197,-0.0656731
13.09,10,10.0659,0.017773,-0.0634203,14.6199,-0.0658509
13.1,10,10.066,0.0171402,-0.0632781,14.6201,-0.0660223
13.11,10,10.0662,0.016509,-0.0631256,14.6203,-0.0661874
13.12,10,10.0663,0.0158794,-0.0629631,14.6206,-0.0663462
13.13,10,10.0665,0.0152514,-0.0627905,14.6208,-0.0664987
13.14,10,10.0666,0.0146254,-0.062608,14.6211,-0.0666449
13.15,10,10.0668,0.0140012,-0.0624158,14.6214,-0.0667849
