time_sec,true_angle_deg,accel_angle_deg,gyro_angle_deg,complementary_angle_deg,measured_gyro_rate_deg_s
13.390,-9.415532,-13.485638,-1.805960,-9.153152,-3.692304
13.400,-9.457281,-10.327705,-1.848625,-9.218455,-4.266532
13.410,-9.500097,-7.589811,-1.882549,-9.219127,-3.392359
13.420,-9.543973,-5.325090,-1.917440,-9.175439,-3.489106
13.430,-9.588903,-7.633582,-1.961106,-9.187395,-4.366633
13.440,-9.634878,-13.305537,-2.009859,-9.317536,-4.875326
13.450,-9.681891,-10.262809,-2.032907,-9.359029,-2.304792
13.460,-9.729931,-9.088345,-2.072842,-9.392751,-3.993493
13.470,-9.778990,-9.335012,-2.122263,-9.440029,-4.942064
13.480,-9.829056,-8.480795,-2.159499,-9.457336,-3.723655
13.490,-9.880118,-12.172740,-2.205927,-9.557142,-4.642703
13.500,-9.932164,-9.769806,-2.254481,-9.608979,-4.855432
13.510,-9.985181,-8.934374,-2.297478,-9.637624,-4.299732
13.520,-10.039155,-7.974977,-2.356259,-9.661977,-5.878091
13.530,-10.094072,-12.108368,-2.402820,-9.756534,-4.656061
13.540,-10.149918,-11.012810,-2.437818,-9.815958,-3.499850
13.550,-10.206677,-16.966221,-2.485295,-10.005491,-4.747726
13.560,-10.264331,-11.817986,-2.540400,-10.095743,-5.510430
13.570,-10.322866,-11.633903,-2.597422,-10.182388,-5.702205
13.580,-10.382262,-12.931223,-2.654522,-10.293323,-5.710056
13.590,-10.442501,-10.028471,-2.711206,-10.343576,-5.668354
13.600,-10.503566,-10.643429,-2.769695,-10.406892,-5.848899
13.610,-10.565435,-16.213469,-2.818626,-10.570976,-4.893082
13.620,-10.628088,-10.089318,-2.889527,-10.630826,-7.090118
13.630,-10.691506,-13.012316,-2.940419,-10.728330,-5.089249
13.640,-10.755665,-9.541443,-3.001977,-10.764919,-6.155714
13.650,-10.820545,-14.025173,-3.058189,-10.885212,-5.621279
13.660,-10.886122,-10.811106,-3.127119,-10.951281,-6.892995
13.670,-10.952373,-11.660281,-3.177066,-11.014409,-4.994702
13.680,-11.019274,-10.261519,-3.228315,-11.049575,-5.124879
13.690,-11.086801,-10.775057,-3.282465,-11.097152,-5.415015
13.700,-11.154928,-11.792838,-3.356998,-11.184108,-7.453253
13.710,-11.223630,-15.064310,-3.413341,-11.316928,-5.634321
13.720,-11.292880,-14.985900,-3.473614,-11.449375,-6.027255
13.730,-11.362652,-12.822370,-3.550475,-11.552159,-7.686176
13.740,-11.432919,-11.453619,-3.615170,-11.613589,-6.469463
13.750,-11.503653,-13.024273,-3.677206,-11.702599,-6.203658
13.760,-11.574825,-10.011795,-3.738135,-11.728492,-6.092829
13.770,-11.646407,-12.344459,-3.802489,-11.803878,-6.435380
13.780,-11.718369,-14.130901,-3.866296,-11.912950,-6.380750
13.790,-11.790681,-12.485922,-3.920980,-11.978000,-5.468392
13.800,-11.863314,-11.298665,-3.977950,-12.020243,-5.696955
13.810,-11.936237,-11.124025,-4.067938,-12.090508,-8.998837
13.820,-12.009418,-7.313470,-4.137772,-12.063404,-6.983421
13.830,-12.082826,-13.755100,-4.206595,-12.164685,-6.882293
13.840,-12.156430,-12.340126,-4.288296,-12.248261,-8.170137
13.850,-12.230196,-11.164886,-4.355374,-12.292329,-6.707743
13.860,-12.304092,-12.362649,-4.413328,-12.350531,-5.795421
13.870,-12.378084,-13.629630,-4.490045,-12.451295,-7.671690
13.880,-12.452140,-16.325283,-4.555425,-12.592847,-6.537958
13.890,-12.526226,-13.803312,-4.630834,-12.690958,-7.540982
13.900,-12.600307,-15.284563,-4.704271,-12.814798,-7.343665
13.910,-12.674348,-16.990865,-4.760457,-12.953381,-5.618571
13.920,-12.748316,-14.737513,-4.832711,-13.059873,-7.225389
13.930,-12.822175,-15.439905,-4.896800,-13.170281,-6.408910
13.940,-12.895890,-11.436424,-4.979394,-13.216546,-8.259443
13.950,-12.969425,-11.466695,-5.031922,-13.233027,-5.252831
13.960,-13.042744,-15.302442,-5.094294,-13.335540,-6.237182
13.970,-13.115811,-13.766382,-5.162677,-13.411172,-6.838303
13.980,-13.188590,-17.834196,-5.224690,-13.560404,-6.201226
13.990,-13.261044,-14.496894,-5.302242,-13.655135,-7.755218
14.000,-13.333137,-12.335682,-5.358675,-13.684051,-5.643360
14.010,-13.404832,-11.342487,-5.426744,-13.703927,-6.806900
14.020,-13.476091,-15.258709,-5.493400,-13.800346,-6.665587
14.030,-13.546878,-10.917241,-5.561866,-13.809780,-6.846552
14.040,-13.617156,-17.406386,-5.630515,-13.948988,-6.864911
14.050,-13.686886,-16.805956,-5.688396,-14.062851,-5.788071
14.060,-13.756032,-11.981877,-5.749183,-14.080803,-6.078747
14.070,-13.824556,-9.646753,-5.806163,-14.047962,-5.697978
14.080,-13.892419,-12.658840,-5.867748,-14.080533,-6.158551
14.090,-13.959586,-14.060442,-5.924442,-14.135691,-5.669324
14.100,-14.026017,-19.513977,-5.987837,-14.305384,-6.339560
14.110,-14.091676,-19.147793,-6.029252,-14.442819,-4.141519
14.120,-14.156523,-13.832999,-6.100219,-14.500171,-7.096700
14.130,-14.220523,-15.115679,-6.147688,-14.559000,-4.746887
14.140,-14.283636,-17.048224,-6.193396,-14.653579,-4.570826
14.150,-14.345826,-14.181994,-6.255923,-14.705423,-6.252634
14.160,-14.407054,-14.119226,-6.292818,-14.729856,-3.689489
14.170,-14.467284,-12.106244,-6.338565,-14.722217,-4.574772
14.180,-14.526477,-14.184972,-6.383453,-14.755462,-4.488775
14.190,-14.584598,-11.513612,-6.434794,-14.740939,-5.134067
14.200,-14.641607,-14.621622,-6.486967,-14.789682,-5.217356
14.210,-14.697469,-14.985807,-6.537912,-14.843531,-5.094497
14.220,-14.752147,-12.091366,-6.582855,-14.832531,-4.494263
14.230,-14.805603,-17.251705,-6.618473,-14.915820,-3.561797
14.240,-14.857801,-7.821683,-6.662574,-14.817157,-4.410112
14.250,-14.908706,-13.970562,-6.714105,-14.850725,-5.153118
14.260,-14.958281,-14.006208,-6.750402,-14.869405,-3.629625
14.270,-15.006489,-13.693749,-6.784540,-14.879348,-3.413877
14.280,-15.053297,-10.360455,-6.819392,-14.823125,-3.485156
14.290,-15.098667,-13.117399,-6.852062,-14.821028,-3.267051
14.300,-15.142566,-19.155206,-6.891375,-14.946238,-3.931271
14.310,-15.184958,-11.676282,-6.934428,-14.923031,-4.305338
14.320,-15.225809,-16.078050,-6.975437,-14.986320,-4.100893
14.330,-15.265084,-14.997197,-7.020992,-15.031181,-4.555506
14.340,-15.302751,-18.500886,-7.049943,-15.128947,-2.895014
14.350,-15.338776,-14.023271,-7.079797,-15.136090,-2.985448
14.360,-15.373125,-17.001561,-7.110812,-15.203795,-3.101509
14.370,-15.405766,-15.155342,-7.160228,-15.251253,-4.941598
14.380,-15.436667,-16.146915,-7.194221,-15.302480,-3.399336
14.390,-15.465796,-10.653264,-7.207482,-15.222491,-1.326026
14.400,-15.493121,-10.537470,-7.233207,-15.154001,-2.572495
14.410,-15.518612,-15.402329,-7.248880,-15.174327,-1.567342
14.420,-15.542237,-15.382293,-7.276684,-15.205734,-2.780356
14.430,-15.563968,-16.497575,-7.279942,-15.234764,-0.325854
14.440,-15.583774,-12.818758,-7.293923,-15.200146,-1.398118
14.450,-15.601626,-16.423926,-7.302464,-15.232991,-0.854059
14.460,-15.617496,-16.670839,-7.292722,-15.252201,0.974168
14.470,-15.631355,-13.184873,-7.287431,-15.205669,0.529110
14.480,-15.643176,-16.988924,-7.294673,-15.248431,-0.724156
14.490,-15.652933,-15.747321,-7.302129,-15.265717,-0.745671
14.500,-15.660598,-19.613875,-7.305341,-15.355827,-0.321110
14.510,-15.666147,-13.905671,-7.299738,-15.321333,0.560221
14.520,-15.669552,-10.817385,-7.296902,-15.228475,0.283597
14.530,-15.670791,-13.867728,-7.294207,-15.198619,0.269491
14.540,-15.669839,-12.015341,-7.274410,-15.115552,1.979718
14.550,-15.666672,-17.781927,-7.265038,-15.159695,0.937205
14.560,-15.661267,-15.070456,-7.234107,-15.127598,3.093095
14.570,-15.653603,-18.011503,-7.218577,-15.170056,1.553055
14.580,-15.643658,-16.213072,-7.187198,-15.160165,3.137874
14.590,-15.631411,-13.700882,-7.164931,-15.109158,2.226688
14.600,-15.616841,-15.362290,-7.135487,-15.085366,2.944402
14.610,-15.599930,-19.131533,-7.117192,-15.148360,1.829464
14.620,-15.580658,-18.868231,-7.097561,-15.203519,1.963116
14.630,-15.559008,-19.011917,-7.065035,-15.247811,3.252639
14.640,-15.534961,-14.306329,-7.025873,-15.190603,3.916177
14.650,-15.508501,-10.348764,-6.991877,-15.060450,3.399637
14.660,-15.479612,-12.073466,-6.966057,-14.975407,2.581980
14.670,-15.448279,-20.188242,-6.938377,-15.052537,2.768042
14.680,-15.414487,-11.861797,-6.908765,-14.959703,2.961111
14.690,-15.378223,-13.037221,-6.879399,-14.892474,2.936637
14.700,-15.339472,-19.202722,-6.832524,-14.932742,4.687504
14.710,-15.298224,-16.056228,-6.775021,-14.898858,5.750322
14.720,-15.254467,-12.515661,-6.724110,-14.801302,5.091040
14.730,-15.208189,-13.832105,-6.688651,-14.747168,3.545962
14.740,-15.159381,-18.432118,-6.634099,-14.767406,5.455164
14.750,-15.108033,-13.581178,-6.576780,-14.687509,5.731892
14.760,-15.054138,-20.397890,-6.498839,-14.725335,7.794088
14.770,-14.997688,-15.554743,-6.446765,-14.690890,5.207457
14.780,-14.938675,-12.093783,-6.383593,-14.577040,6.317143
14.790,-14.877094,-14.831108,-6.301079,-14.501257,8.251444
14.800,-14.812940,-16.060283,-6.226036,-14.458895,7.504300
14.810,-14.746207,-12.522842,-6.147507,-14.343216,7.852920
14.820,-14.676894,-12.240015,-6.069985,-14.225180,7.752203
14.830,-14.604997,-11.329898,-5.988155,-14.087081,8.182989
14.840,-14.530513,-12.344657,-5.900157,-13.965995,8.799770
14.850,-14.453443,-11.750006,-5.822269,-13.845345,7.788810
14.860,-14.373785,-12.541514,-5.728294,-13.727172,9.397546
14.870,-14.291541,-13.627720,-5.649741,-13.648201,7.855298
14.880,-14.206711,-13.982939,-5.554992,-13.562043,9.474815
14.890,-14.119299,-14.712448,-5.458860,-13.490841,9.613267
14.900,-14.029306,-17.060227,-5.366509,-13.471725,9.235045
14.910,-13.936737,-16.325016,-5.266836,-13.431111,9.967303
14.920,-13.841597,-14.546633,-5.169393,-13.357928,9.744275
14.930,-13.743891,-13.140261,-5.072981,-13.259091,9.641203
14.940,-13.643626,-10.041594,-4.968269,-13.092123,10.471245
14.950,-13.540808,-13.645301,-4.867012,-13.003954,10.125751
14.960,-13.435447,-10.926756,-4.751800,-12.849503,11.521135
14.970,-13.327550,-10.629261,-4.645842,-12.701259,10.595851
14.980,-13.217128,-13.795745,-4.522467,-12.602241,12.337505
14.990,-13.104192,-11.617466,-4.411730,-12.474024,11.073646
15.000,-12.988752,-13.597572,-4.293575,-12.380702,11.815515
15.010,-12.870821,-9.565481,-4.173402,-12.206628,12.017326
15.020,-12.750412,-11.160803,-4.035159,-12.050234,13.824236
15.030,-12.627538,-15.603748,-3.902419,-11.991219,13.274032
15.040,-12.502216,-12.098404,-3.771573,-11.865134,13.084583
15.050,-12.374459,-8.254179,-3.632618,-11.656739,13.895525
15.060,-12.244285,-12.697362,-3.512101,-11.559444,12.051702
15.070,-12.111710,-10.992422,-3.372680,-11.411471,13.942103
15.080,-11.976753,-10.612055,-3.214561,-11.240526,15.811942
15.090,-11.839431,-14.430989,-3.069008,-11.161694,14.555218
15.100,-11.699766,-10.422996,-2.921637,-11.002497,14.737090
15.110,-11.557776,-15.042364,-2.768111,-10.932838,15.352613
15.120,-11.413484,-12.977544,-2.609513,-10.818306,15.859798
15.130,-11.266910,-8.577602,-2.471790,-10.638524,13.772322
15.140,-11.118078,-10.226187,-2.329299,-10.490636,14.249115
15.150,-10.967010,-11.728205,-2.169444,-10.358729,15.985516
15.160,-10.813732,-9.697579,-2.014791,-10.193947,15.465238
15.170,-10.658268,-10.808498,-1.841750,-10.036657,17.304092
15.180,-10.500643,-10.469196,-1.679580,-9.886381,16.217068
15.190,-10.340883,-8.698837,-1.528243,-9.714320,15.133647
15.200,-10.179017,-11.997436,-1.369481,-9.604396,15.876184
15.210,-10.015071,-9.914230,-1.220508,-9.464599,14.897365
15.220,-9.849075,-10.629745,-1.049374,-9.320190,17.113434
15.230,-9.681057,-13.645065,-0.875866,-9.236650,17.350704
15.240,-9.511047,-11.812186,-0.702271,-9.118038,17.359498
15.250,-9.339075,-5.418559,-0.514704,-8.860232,18.756741
15.260,-9.165174,-8.203366,-0.324265,-8.660465,19.043871
15.270,-8.989374,-12.298345,-0.142896,-8.555481,18.136943
15.280,-8.811709,-12.662595,0.024608,-8.473469,16.750416
15.290,-8.632211,-8.912621,0.215944,-8.294743,19.133567
15.300,-8.450914,-4.547948,0.408566,-8.031038,19.262195
15.310,-8.267853,-8.734748,0.600967,-7.856559,19.240116
15.320,-8.083062,-4.815563,0.800457,-7.600239,19.948956
15.330,-7.896577,-7.016750,0.984451,-7.408254,18.399492
15.340,-7.708435,-6.530309,1.195474,-7.183893,21.102298
15.350,-7.518671,-10.857973,1.384354,-7.072272,18.887991
15.360,-7.327324,-4.983517,1.588468,-6.830465,20.411397
15.370,-7.134431,-7.971761,1.774617,-6.670866,18.614818
15.380,-6.940030,-4.782299,1.968310,-6.443275,19.369302
15.390,-6.744161,-8.779586,2.183025,-6.279581,21.471515
15.400,-6.546862,-6.104239,2.384931,-6.078206,20.190645
15.410,-6.348174,-5.468166,2.597014,-5.858164,21.208238
15.420,-6.148136,-6.533219,2.805601,-5.667250,20.858743
15.430,-5.946790,-4.935427,3.012741,-5.449616,20.713989
15.440,-5.744177,-6.410170,3.232878,-5.253093,22.013666
15.450,-5.540338,-7.162988,3.441415,-5.086925,20.853700
15.460,-5.335316,-1.321608,3.638761,-4.818219,19.734647
15.470,-5.129153,-2.506771,3.845047,-4.569830,20.628586
15.480,-4.921893,-6.824055,4.063244,-4.401081,21.819762
15.490,-4.713577,-3.292467,4.281229,-4.165283,21.798500
15.500,-4.504251,-6.360948,4.484503,-4.009988,20.327349
15.510,-4.293957,-7.255669,4.695463,-3.868161,21.096008
15.520,-4.082741,-1.498218,4.908464,-3.612021,21.300142
15.530,-3.870647,-8.130896,5.124051,-3.491123,21.558702
15.540,-3.657720,-1.340580,5.332365,-3.243964,20.831396
15.550,-3.444004,-4.075810,5.547425,-3.049843,21.505942
15.560,-3.229547,-3.758413,5.762402,-2.853337,21.497699
15.570,-3.014393,-1.990015,5.990054,-2.612972,22.765174
15.580,-2.798588,-1.345591,6.218634,-2.363616,22.857993
15.590,-2.582179,-4.648037,6.440155,-2.192213,22.152163
15.600,-2.365212,-0.570898,6.660242,-1.944102,22.008641
15.610,-2.147733,-1.864307,6.885072,-1.722173,22.483002
15.620,-1.929790,-5.069927,7.102691,-1.575861,21.761904
15.630,-1.711430,-2.136116,7.318062,-1.376003,21.537096
15.640,-1.492699,1.960498,7.535432,-1.096250,21.737064
15.650,-1.273645,2.917842,7.755546,-0.800257,22.011341
15.660,-1.054315,0.739056,7.971682,-0.557657,21.613622
15.670,-0.834757,-3.810616,8.198627,-0.400310,22.694511
15.680,-0.615018,0.611499,8.430270,-0.153063,23.164342
15.690,-0.395146,1.732006,8.643489,0.093592,21.321835
15.700,-0.175188,1.639082,8.869667,0.346156,22.617797
15.710,0.044808,2.007194,9.093898,0.599124,22.423158
15.720,0.264794,1.172952,9.322588,0.834716,22.868959
15.730,0.484723,0.303692,9.548361,1.045353,22.577279
15.740,0.704547,-0.816372,9.762479,1.217955,21.411866
15.750,0.924218,-3.820621,9.977951,1.328346,21.547190
15.760,1.143689,1.992793,10.203534,1.562706,22.558244
15.770,1.362912,1.828044,10.436840,1.796652,23.330588
15.780,1.581840,2.975780,10.643883,2.023137,20.704335
15.790,1.800426,-1.543433,10.871040,2.174419,22.715663
15.800,2.018622,3.631164,11.104534,2.432379,23.349464
15.810,2.236381,7.372744,11.326827,2.749034,22.229333
15.820,2.453657,2.649782,11.554240,2.969913,22.741220
15.830,2.670402,2.516239,11.771072,3.173335,21.683243
15.840,2.886571,3.659077,11.991974,3.399534,22.090201
15.850,3.102116,8.182959,12.200217,3.699281,20.824333
15.860,3.316992,0.757873,12.401981,3.838181,20.176357
15.870,3.531153,4.039170,12.629303,4.064977,22.732234
15.880,3.744553,1.745409,12.840420,4.225480,21.111662
15.890,3.957146,2.589634,13.054943,4.402996,21.452346
15.900,4.168888,4.044912,13.261146,4.597912,20.620228
15.910,4.379734,7.748042,13.466241,4.861908,20.509552
15.920,4.589638,9.092115,13.680263,5.156254,21.402169
15.930,4.798558,5.918914,13.888832,5.375904,20.856885
15.940,5.006449,4.064963,14.105210,5.561737,21.637865
15.950,5.213268,11.445115,14.321092,5.890968,21.588128
15.960,5.418971,4.350085,14.534783,6.069567,21.369093
15.970,5.623516,4.195677,14.746636,6.239706,21.185355
15.980,5.826861,1.389503,14.967982,6.359620,22.134536
15.990,6.028963,9.519192,15.166901,6.617753,19.891922
16.000,6.229781,8.650395,15.372617,6.860007,20.571596
16.010,6.429274,12.473788,15.586488,7.181877,21.387159
16.020,6.627401,3.153593,15.800029,7.310581,21.354064
16.030,6.824122,10.469549,15.990654,7.560573,19.062457
16.040,7.019398,7.194737,16.188688,7.747330,19.803479
16.050,7.213190,9.228440,16.398583,7.982649,20.989464
16.060,7.405458,3.286015,16.600135,8.086237,20.155195
16.070,7.596164,11.266369,16.797604,8.343360,19.746921
16.080,7.785272,9.751564,16.990152,8.560221,19.254809
16.090,7.972743,7.875468,17.179717,8.732299,18.956486
16.100,8.158542,9.771324,17.372968,8.942465,19.325052
16.110,8.342633,6.428895,17.560167,9.075650,18.719964
16.120,8.524980,7.076379,17.747284,9.219039,18.711684
16.130,8.705548,7.546936,17.933575,9.368161,18.629066
16.140,8.884303,4.252484,18.111983,9.440688,17.840789
16.150,9.061213,11.215609,18.298210,9.658688,18.622688
16.160,9.236243,12.215227,18.501598,9.909140,20.338862
16.170,9.409362,7.656002,18.665530,10.024730,16.393168
16.180,9.580538,10.451046,18.844311,10.208462,17.878132
16.190,9.749741,9.085889,19.012430,10.350767,16.811875
16.200,9.916939,10.737624,19.189230,10.531769,17.680062
16.210,10.082103,8.513160,19.359736,10.658492,17.050575
16.220,10.245205,8.036642,19.533888,10.776724,17.415148
16.230,10.406217,13.036404,19.709244,10.993767,17.535620
16.240,10.565110,10.405433,19.874604,11.144053,16.535991
16.250,10.721858,15.777130,20.045323,11.404019,17.071894
16.260,10.876435,10.992210,20.186047,11.533692,14.072444
16.270,11.028815,8.713620,20.356041,11.643885,16.999381
16.280,11.178975,14.246327,20.514079,11.850811,15.803786
16.290,11.326890,12.903890,20.675483,12.030048,16.140383
16.300,11.472537,13.289719,20.816226,12.193170,14.074312
16.310,11.615894,14.592396,20.957781,12.379878,14.155509
16.320,11.756940,10.124949,21.104828,12.478886,14.704673
16.330,11.895653,11.577519,21.248228,12.601391,14.340053
16.340,12.032013,11.603389,21.391668,12.722001,14.343940
16.350,12.166002,8.939136,21.539138,12.790865,14.747020
16.360,12.297602,11.638626,21.661411,12.887648,12.227354
16.370,12.426793,15.767742,21.803181,13.084184,14.176988
16.380,12.553560,13.146905,21.934794,13.214420,13.161321
16.390,12.677887,9.312734,22.062263,13.261306,12.746875
16.400,12.799758,8.910160,22.177130,13.286853,11.486735
16.410,12.919159,17.081100,22.305314,13.488358,12.818397
16.420,13.036077,12.810280,22.407671,13.575106,10.235689
16.430,13.150499,11.531973,22.532026,13.656111,12.435477
16.440,13.262413,12.577433,22.636743,13.737160,10.471714
16.450,13.371807,9.678538,22.751301,13.768254,11.455736
16.460,13.478672,17.036410,22.861943,13.942047,11.064223
16.470,13.582998,12.600366,22.980352,14.031254,11.840876
16.480,13.684777,17.103281,23.085424,14.195665,10.507193
16.490,13.784000,13.913130,23.183813,14.286436,9.838946
16.500,13.880662,17.454492,23.281138,14.445175,9.732464
16.510,13.974755,14.616492,23.390127,14.555411,10.898975
16.520,14.066275,16.199357,23.490649,14.686801,10.052148
16.530,14.155218,15.952950,23.581215,14.800879,9.056649
16.540,14.241578,15.799806,23.670393,14.908251,8.917724
16.550,14.325355,15.195191,23.746339,14.988418,7.594636
16.560,14.406546,13.824419,23.835344,15.052363,8.900505
16.570,14.485150,19.273736,23.904576,15.204637,6.923156
16.580,14.561166,12.293824,23.991313,15.231424,8.673747
16.590,14.634596,14.645365,24.070479,15.297285,7.916610
16.600,14.705440,14.742655,24.165128,15.378948,9.464860
16.610,14.773702,15.779804,24.229298,15.449852,6.417042
16.620,14.839383,13.765702,24.298870,15.484350,6.957221
16.630,14.902489,15.689355,24.381076,15.569012,8.220611
16.640,14.963023,14.540917,24.455859,15.621737,7.478233
16.650,15.020991,11.066110,24.512978,15.586601,5.711885
16.660,15.076400,15.100281,24.574902,15.637560,6.192434
16.670,15.129257,12.377843,24.632502,15.628814,5.760017
16.680,15.179569,10.843604,24.689802,15.589264,5.729973
16.690,15.227345,15.569528,24.736726,15.634854,4.692366
16.700,15.272595,16.492303,24.786003,15.700295,4.927745
16.710,15.315329,16.632074,24.820700,15.752934,3.469719
16.720,15.355558,16.773485,24.866764,15.818487,4.606363
16.730,15.393294,10.561822,24.912860,15.758528,4.609607
16.740,15.428550,12.026007,24.951063,15.721316,3.820279
16.750,15.461338,20.395142,24.975704,15.838942,2.464170
16.760,15.491674,12.873652,25.018729,15.821800,4.302481
16.770,15.519571,17.046674,25.054332,15.881188,3.560242
16.780,15.545046,13.827702,25.078795,15.864093,2.446370
16.790,15.568115,15.767297,25.104425,15.887274,2.562930
16.800,15.588795,14.005659,25.117913,15.862860,1.348840
16.810,15.607103,17.010956,25.132841,15.900452,1.492823
16.820,15.623058,15.964993,25.149327,15.917898,1.648555
16.830,15.636679,14.515954,25.177618,15.917585,2.829141
16.840,15.647986,13.022555,25.188662,15.870508,1.104418
16.850,15.656999,16.326435,25.207661,15.898245,1.899889
16.860,15.663740,12.631943,25.214970,15.840082,0.730911
16.870,15.668230,16.736933,25.226330,15.869152,1.135980
16.880,15.670493,22.236705,25.232359,16.002410,0.602841
16.890,15.670550,19.045975,25.244309,16.074994,1.195077
16.900,15.668425,17.464295,25.242828,16.101328,-0.148143
16.910,15.664144,15.450125,25.230900,16.076614,-1.192780
16.920,15.657730,10.810848,25.218378,15.959027,-1.252259
16.930,15.649210,12.343494,25.210562,15.879057,-0.781566
16.940,15.638609,18.845591,25.194942,15.923080,-1.562039
16.950,15.625954,13.651564,25.190555,15.873351,-0.438657
16.960,15.611272,13.863142,25.177148,15.820007,-1.340730
16.970,15.594592,15.180465,25.184478,15.814401,0.733081
16.980,15.575940,12.920824,25.156954,15.729555,-2.752412
16.990,15.555347,12.488425,25.143034,15.651091,-1.392067
17.000,15.532841,15.406655,25.116563,15.620260,-2.647117
17.010,15.508452,13.279628,25.093300,15.550650,-2.326255
17.020,15.482210,13.629664,25.073279,15.492610,-2.002131
17.030,15.454146,13.501169,25.031717,15.412050,-4.156202
17.040,15.424292,16.730192,25.008877,15.416030,-2.283944
17.050,15.392678,14.812364,24.997623,15.392928,-1.125399
17.060,15.359337,14.912907,24.965807,15.352148,-3.181574
17.070,15.324302,16.816666,24.938019,15.354206,-2.778813
17.080,15.287604,14.932505,24.914707,15.322926,-2.331258
17.090,15.249278,14.553643,24.880271,15.273793,-3.443556
17.100,15.209356,16.385482,24.840921,15.257464,-3.934986
17.110,15.167873,16.838368,24.786469,15.235719,-5.445223
17.120,15.124864,14.757180,24.753841,15.194173,-3.262818
17.130,15.080361,15.281881,24.713704,15.156593,-4.013650
17.140,15.034401,13.079926,24.664932,15.067262,-4.877265
17.150,14.987019,12.835311,24.623869,14.982382,-4.106314
17.160,14.938250,16.861118,24.575754,14.972804,-4.811452
17.170,14.888129,16.000484,24.526748,14.945332,-4.900583
17.180,14.836693,15.974939,24.485523,14.925523,-4.122539
17.190,14.783977,15.486113,24.427479,14.879852,-5.804380
17.200,14.730019,14.845527,24.387296,14.839787,-4.018275
17.210,14.674855,16.415885,24.326366,14.811596,-6.093063
17.220,14.618521,16.956293,24.270164,14.799413,-5.620176
17.230,14.561054,16.839124,24.233533,14.804309,-3.663059
17.240,14.502493,14.250548,24.189461,14.750043,-4.407218
17.250,14.442872,17.910354,24.136111,14.760966,-5.334977
17.260,14.382231,14.953383,24.073454,14.703411,-6.265704
17.270,14.320607,15.901547,24.013123,14.668249,-6.033169
17.280,14.258036,14.963256,23.956684,14.618839,-5.643845
17.290,14.194558,14.812074,23.899070,14.566242,-5.761398
17.300,14.130208,12.290828,23.839577,14.462431,-5.949296
17.310,14.065026,15.818403,23.779750,14.430920,-5.982678
17.320,13.999048,21.112284,23.717679,14.503717,-6.207152
17.330,13.932313,12.995325,23.645048,14.402371,-7.263101
17.340,13.864857,14.042344,23.579120,14.330561,-6.592822
17.350,13.796720,12.681207,23.523977,14.243534,-5.514241
17.360,13.727939,12.507889,23.449946,14.136270,-7.403171
17.370,13.658550,17.519674,23.384756,14.140052,-6.518953
17.380,13.588592,11.906165,23.313974,14.026009,-7.078168
17.390,13.518103,12.332902,23.250128,13.929577,-6.384600
17.400,13.447119,9.478387,23.181807,13.773598,-6.832172
17.410,13.375678,11.481648,23.127975,13.675004,-5.383219
17.420,13.303816,9.032816,23.065974,13.521400,-6.200033
17.430,13.231572,14.811083,22.989062,13.471819,-7.691220
17.440,13.158981,20.158224,22.927686,13.545399,-6.137603
17.450,13.086080,12.169383,22.854451,13.446109,-7.323462
17.460,13.012906,8.846011,22.782543,13.283636,-7.190861
17.470,12.939495,15.189494,22.717542,13.258052,-6.500121
17.480,12.865882,11.048570,22.645913,13.143666,-7.162900
17.490,12.792105,16.040472,22.585213,13.142116,-6.069980
17.500,12.718197,12.013124,22.511062,13.046869,-7.415099
17.510,12.644195,11.064656,22.438078,12.935700,-7.298364
17.520,12.570133,12.125239,22.364753,12.847632,-7.332540
17.530,12.496046,14.390488,22.292145,12.807334,-7.260740
17.540,12.421968,11.853417,22.232883,12.730179,-5.926243
17.550,12.347934,11.106122,22.169917,12.635991,-6.296541
17.560,12.273977,11.776898,22.115695,12.565671,-5.422254
17.570,12.200130,9.020492,22.066061,12.446126,-4.963409
17.580,12.126426,13.119005,21.990199,12.385240,-7.586137
17.590,12.052899,7.586082,21.923339,12.223734,-6.686027
17.600,11.979579,10.869275,21.846730,12.121567,-7.660922
17.610,11.906499,13.804962,21.773565,12.083534,-7.316488
17.620,11.833691,12.591312,21.701867,12.023425,-7.169794
17.630,11.761185,13.236986,21.627070,11.974395,-7.479706
17.640,11.689011,11.526397,21.552663,11.892516,-7.440718
17.650,11.617201,14.541566,21.485894,11.880064,-6.676880
17.660,11.545782,13.857530,21.410953,11.846171,-7.494139
17.670,11.474785,12.590138,21.352918,11.804176,-5.803489
17.680,11.404238,13.723103,21.281268,11.772338,-7.164984
17.690,11.334170,13.210229,21.239929,11.760583,-4.133932
17.700,11.264607,10.165948,21.173021,11.663121,-6.690768
17.710,11.195576,7.835829,21.110847,11.525644,-6.217440
17.720,11.127106,12.178011,21.038306,11.467601,-7.254095
17.730,11.059220,12.424443,20.990374,11.439765,-4.793147
17.740,10.991945,13.718125,20.938373,11.434371,-5.200102
17.750,10.925306,8.584503,20.880439,11.320599,-5.793396
17.760,10.859327,8.593249,20.810027,11.197048,-7.041198
17.770,10.794031,11.943782,20.752770,11.155871,-5.725709
17.780,10.729442,10.551524,20.685574,11.077932,-6.719594
17.790,10.665582,5.951178,20.639789,10.930527,-4.578552
17.800,10.602473,11.540243,20.589540,10.893477,-5.024910
17.810,10.540137,5.909079,20.534363,10.739716,-5.517650
